question_id,answer,word_count,code_present,ext_ref_present,img_present,high_interaction,very_high_interaction
277444,f,116,f,t,t,f,f
277456,f,179,t,t,t,f,f
277467,f,151,t,t,t,f,f
277473,f,75,f,t,t,f,f
277475,f,261,t,t,f,f,f
277482,t,36,f,t,f,f,f
277488,t,91,f,f,f,f,f
277505,f,141,t,f,f,f,f
277546,t,165,t,t,t,f,f
277562,f,104,f,t,f,f,f
277566,f,237,t,t,t,f,f
277574,f,90,f,f,f,f,f
277579,t,14,f,t,t,t,f
277588,f,146,f,t,t,f,f
277588,f,146,f,t,t,f,f
277614,f,78,f,t,t,f,f
277614,f,78,f,t,t,f,f
277626,f,135,f,t,t,f,f
277626,f,135,f,t,t,f,f
277630,t,360,f,f,f,f,f
277632,f,52,t,f,f,f,f
277652,t,83,f,t,f,f,f
277670,t,119,f,t,t,t,f
277678,t,20,f,t,f,f,f
277702,f,94,f,t,t,f,f
277704,t,52,t,f,f,f,f
277711,f,44,f,f,f,f,f
277717,t,127,f,t,t,f,f
277722,f,117,f,f,f,f,f
277722,f,117,f,f,f,f,f
277725,t,282,t,t,t,f,f
277734,f,280,t,f,f,f,f
277738,t,58,f,t,f,f,f
277744,t,64,t,f,f,f,f
277755,t,54,f,t,f,f,f
277759,f,139,f,f,f,f,f
277760,f,95,t,f,f,f,f
277768,t,94,f,f,f,f,f
277778,t,32,f,f,f,f,f
277779,t,43,f,t,f,f,f
277854,t,12,f,f,f,f,f
277856,t,29,t,f,f,f,f
277861,t,142,f,t,f,f,f
277867,t,163,t,t,t,f,f
277870,f,78,f,t,t,f,f
277872,f,66,f,f,f,t,f
277876,f,65,f,f,f,f,f
277883,t,140,t,t,t,f,t
277889,t,72,f,f,f,f,f
277899,f,61,t,f,f,f,f
277932,f,276,t,f,f,t,f
277934,t,121,t,t,t,t,f
277945,t,36,t,f,f,f,f
277947,t,32,f,f,f,f,f
277953,t,82,f,t,f,f,f
277956,t,252,f,t,f,f,f
277958,f,292,t,t,t,f,f
277961,t,28,f,f,f,f,f
277976,t,178,f,f,f,f,f
277981,t,55,f,f,f,f,f
277989,t,118,f,t,f,f,f
277990,f,34,f,f,f,f,f
277990,f,34,f,f,f,f,f
277990,f,34,f,f,f,f,f
277992,f,98,f,t,t,f,f
278025,t,67,t,t,f,f,f
278061,f,95,t,f,f,f,f
278071,t,30,f,f,f,f,f
278081,f,145,f,t,f,f,f
278086,f,83,f,f,f,f,f
278093,f,52,f,f,f,f,f
278093,f,52,f,f,f,f,f
278122,t,40,f,f,f,f,f
278123,t,103,t,f,f,f,f
278126,t,87,t,t,f,f,f
278138,f,33,f,f,f,f,f
278149,f,132,t,f,f,f,f
278196,f,78,f,t,f,f,f
278201,f,286,f,t,f,f,f
278202,t,99,f,f,f,f,f
278207,t,292,t,f,f,f,f
278215,f,130,t,f,f,f,f
278219,t,31,t,f,f,f,f
278234,t,28,f,f,f,f,f
278238,t,18,t,f,f,f,f
278242,f,91,f,t,t,f,f
278242,f,91,f,t,t,f,f
278244,t,53,f,t,f,f,f
278247,t,35,t,f,f,f,f
278248,f,167,t,f,f,f,f
278248,f,167,t,f,f,f,f
278272,t,55,t,t,f,f,f
278282,f,37,f,t,t,f,f
278293,f,63,f,f,f,f,f
278295,t,184,t,f,f,f,f
278303,t,46,f,f,f,f,f
278311,t,55,t,f,f,f,f
278313,t,397,t,t,f,f,f
278327,f,146,f,t,t,f,f
278332,t,76,t,t,t,f,f
278334,f,20,f,f,f,f,f
278334,f,20,f,f,f,f,f
278335,f,163,t,t,f,f,f
278352,t,49,t,f,f,f,f
278363,t,337,t,t,f,f,f
278374,f,46,t,t,t,f,f
278376,t,205,f,t,t,f,f
278377,f,125,f,t,t,t,f
278380,t,136,f,t,t,f,f
278384,t,39,t,f,f,f,f
278388,f,193,t,t,t,f,f
278388,f,193,t,t,t,f,f
278388,f,193,t,t,t,f,f
278388,f,193,t,t,t,f,f
278392,t,120,t,f,f,f,f
278408,t,110,t,t,f,f,f
278410,f,64,f,f,f,f,f
278427,f,231,t,t,f,f,f
278428,f,92,f,t,t,f,f
278430,t,207,t,t,f,f,f
278475,f,151,f,f,f,f,f
278476,f,106,t,t,t,f,f
278476,f,106,t,t,t,f,f
278482,f,53,t,f,f,f,f
278484,f,80,t,t,f,f,f
278484,f,80,t,t,f,f,f
278486,f,36,f,f,f,t,f
278539,t,34,f,t,f,f,f
278540,t,55,f,f,f,f,f
278547,f,66,f,f,f,f,f
278559,t,237,t,t,f,f,f
278575,f,53,f,f,f,f,f
278594,t,19,f,t,f,f,f
278601,f,65,t,f,f,f,f
278601,f,65,t,f,f,f,f
278611,t,173,t,t,t,f,f
278614,f,151,t,t,t,t,f
278616,f,133,t,t,f,f,f
278616,f,133,t,t,f,f,f
278630,f,25,f,f,f,f,f
278639,f,45,t,f,f,f,f
278643,f,97,f,t,t,f,f
278662,t,40,t,f,f,f,f
278666,f,98,f,f,f,f,f
278670,t,113,t,f,f,f,f
278681,f,42,t,f,f,f,f
278688,f,125,t,f,f,f,f
278709,t,34,t,t,f,t,f
278710,f,85,f,f,f,f,f
278720,t,102,t,t,f,f,f
278723,f,80,t,t,t,t,f
278740,t,53,t,f,f,f,f
278748,f,1029,t,f,f,f,t
278758,t,76,f,f,f,f,f
278781,f,43,f,f,f,f,f
278796,t,105,f,t,t,f,f
278802,f,76,t,f,f,f,f
278803,f,122,f,t,f,f,t
278812,f,225,t,t,f,f,f
278814,t,113,t,t,t,t,f
278818,f,212,t,t,t,f,f
278834,f,82,t,t,f,f,f
278834,f,82,t,t,f,f,f
278836,f,112,f,t,t,f,f
278848,t,90,f,t,f,f,f
278865,t,68,f,t,f,f,f
278867,f,57,f,f,f,f,f
278867,f,57,f,f,f,f,f
278874,t,16,t,f,f,f,f
278912,t,75,f,f,f,f,f
278916,f,155,t,t,f,f,f
278926,f,455,f,f,f,f,f
278929,f,224,t,t,t,f,f
278941,t,19,f,t,f,f,f
278945,f,133,t,f,f,f,f
278951,f,120,f,f,f,f,f
278952,f,395,t,t,t,f,f
278952,f,395,t,t,t,f,f
278953,f,124,f,f,f,f,f
278961,t,330,t,f,f,f,f
278967,t,289,t,f,f,f,f
278976,t,43,t,t,f,f,f
279006,f,59,t,f,f,f,f
279011,t,50,f,t,f,f,f
279040,f,46,f,f,f,f,f
279051,f,12,f,f,f,f,f
279051,f,12,f,f,f,f,f
279058,t,94,f,t,t,f,f
279076,t,55,t,t,f,f,f
279080,f,53,f,f,f,f,f
279096,f,66,f,f,f,f,f
279102,t,299,f,f,f,f,f
279115,t,63,f,f,f,f,f
279119,f,554,t,t,t,f,f
279140,f,92,f,f,f,f,f
279140,f,92,f,f,f,f,f
279142,f,65,t,f,f,f,f
279142,f,65,t,f,f,f,f
279146,t,38,f,f,f,f,f
279150,t,22,f,t,f,f,f
279153,f,66,f,t,t,f,f
279155,t,13,t,t,f,f,f
279172,t,7,f,f,f,f,f
279190,f,229,t,t,t,f,f
279202,t,47,f,f,f,f,f
279223,f,149,f,t,t,t,f
279226,f,66,f,f,f,f,f
279230,f,106,t,t,f,f,f
279237,t,84,f,t,f,f,f
279239,f,157,f,f,f,f,f
279243,f,138,t,f,f,f,f
279258,f,74,t,f,f,f,f
279269,f,93,f,f,f,f,f
279272,f,182,t,t,f,t,f
279277,t,87,f,t,t,f,f
279304,t,34,t,f,f,f,f
279309,t,91,f,t,f,f,f
279312,f,180,t,t,f,f,f
279315,f,24,f,f,f,f,f
279328,f,225,t,t,f,f,t
279340,t,38,t,f,f,f,f
279351,f,73,f,t,t,f,f
279351,f,73,f,t,t,f,f
279364,t,40,f,t,t,f,f
279366,f,78,f,f,f,f,f
279367,t,32,f,f,f,f,f
279394,t,63,f,t,t,f,f
279395,t,181,t,f,f,f,f
279397,t,181,t,f,f,f,f
279412,f,118,f,f,f,f,f
279412,f,118,f,f,f,f,f
279414,t,142,t,f,f,f,f
279417,t,96,t,t,f,f,f
279430,f,34,f,f,f,f,f
279446,f,127,t,t,f,f,f
279447,f,53,f,t,f,f,f
279460,t,64,f,t,f,f,f
279473,f,251,t,t,f,f,f
279494,t,99,t,t,f,f,f
279498,t,62,t,t,t,f,f
279506,t,60,f,t,t,f,f
279508,t,97,t,t,f,t,f
279511,t,32,f,f,f,f,f
279528,t,41,t,f,f,f,f
279530,t,217,t,t,f,t,f
279534,t,46,f,t,t,f,f
279545,t,53,f,t,t,f,f
279550,f,107,f,t,f,t,f
279550,f,107,f,t,f,t,f
279560,t,167,f,t,t,f,f
279562,t,173,t,t,f,f,f
279587,f,109,t,t,t,f,f
279593,f,63,f,f,f,f,f
279600,t,98,t,f,f,f,f
279608,f,50,f,f,f,f,f
279615,t,14,f,t,f,f,f
279631,t,54,t,f,f,f,f
279650,f,180,t,f,f,f,f
279652,f,187,t,f,f,f,f
279654,f,64,f,f,f,f,f
279657,t,163,t,f,f,f,f
279661,f,92,f,f,f,f,f
279664,t,74,t,f,f,f,f
279674,f,70,f,t,t,f,f
279677,t,68,t,f,f,f,f
279719,f,87,f,f,f,f,f
279722,t,69,f,t,f,f,f
279737,t,57,f,f,f,f,f
279738,t,41,f,f,f,f,f
279740,f,117,f,t,f,f,f
279752,f,315,t,t,t,f,t
279763,f,93,t,t,f,f,f
279777,f,267,t,f,f,f,f
279787,t,307,f,t,f,f,f
279788,f,58,t,f,f,f,f
279789,t,59,t,f,f,f,f
279803,t,55,t,t,f,f,f
279806,t,16,f,t,f,f,f
279815,f,38,f,f,f,f,f
279821,t,19,t,f,f,f,f
279836,t,258,t,f,f,f,f
279844,t,71,t,t,t,f,f
279874,f,89,t,f,f,f,f
279874,f,89,t,f,f,f,f
279875,f,145,f,f,f,f,f
279896,t,109,f,f,f,f,f
279912,t,280,t,t,f,f,f
279945,f,78,f,f,f,t,f
279958,f,46,f,f,f,f,f
279970,f,92,f,f,f,f,f
280005,t,158,f,f,f,f,f
280014,f,76,f,f,f,f,f
280014,f,76,f,f,f,f,f
280028,t,102,f,f,f,f,f
280039,f,56,f,f,f,t,f
280042,t,71,f,f,f,f,f
280047,t,73,t,t,f,f,f
280051,t,15,f,f,f,f,f
280059,f,111,f,t,t,f,f
280074,f,65,f,f,f,f,f
280074,f,65,f,f,f,f,f
280105,f,392,t,t,t,f,f
280115,f,51,f,t,t,t,f
280126,f,151,f,f,f,t,f
280126,f,151,f,f,f,t,f
280141,f,59,f,f,f,t,f
280155,f,66,f,f,f,f,f
280166,t,21,f,t,f,t,f
280181,t,13,f,f,f,t,f
280189,f,419,f,f,f,f,f
280190,t,42,t,f,f,f,f
280213,f,42,f,t,t,f,f
280226,f,126,t,t,t,f,f
280231,f,116,f,f,f,f,f
280232,f,130,t,t,t,t,f
280241,t,42,t,f,f,f,f
280243,t,134,f,t,f,f,f
280248,t,178,f,t,f,f,f
280249,f,23,f,f,f,t,f
280262,t,89,f,f,f,f,f
280281,t,78,t,f,f,f,f
280296,f,82,f,t,f,f,f
280303,f,271,t,t,f,f,f
280309,f,159,t,f,f,f,f
280321,f,78,f,t,t,f,f
280369,t,72,f,t,t,f,f
280450,t,55,f,f,f,f,f
280453,f,70,t,f,f,f,f
280461,f,122,f,t,f,f,f
280462,t,21,f,f,f,f,f
280469,f,337,t,t,t,f,f
280474,t,24,f,t,t,f,f
280485,t,105,f,t,f,f,f
280489,f,94,f,f,f,f,f
280496,f,103,t,f,f,f,f
280534,f,165,f,f,f,f,f
280572,f,157,f,f,f,f,f
280582,f,133,t,f,f,t,f
280611,t,52,f,f,f,f,f
280625,t,58,t,t,f,f,f
280626,t,52,t,f,f,f,f
280652,f,281,t,f,f,f,f
280669,f,75,f,f,f,f,f
280670,t,43,f,t,t,f,f
280673,f,60,f,f,f,f,f
280673,f,60,f,f,f,f,f
280687,f,179,t,f,f,t,f
280688,t,327,t,t,f,f,f
280697,t,113,t,t,f,t,f
280698,f,81,f,f,f,f,f
280705,f,198,f,f,f,f,f
280716,t,130,t,f,f,f,f
280717,t,19,t,f,f,f,f
280730,f,128,t,t,t,f,f
280731,f,112,f,t,f,f,f
280731,f,112,f,t,f,f,f
280734,t,246,f,t,f,f,f
280736,t,94,t,t,f,f,f
280738,f,88,t,f,f,f,f
280744,t,38,f,t,t,f,f
280757,f,85,f,f,f,f,f
280757,f,85,f,f,f,f,f
280757,f,85,f,f,f,f,f
280763,f,81,t,f,f,f,f
280768,t,81,f,f,f,f,f
280769,t,64,f,t,f,f,f
280770,f,49,t,f,f,f,f
280770,f,49,t,f,f,f,f
280774,t,21,t,f,f,f,f
280780,t,30,f,f,f,f,f
280782,t,88,f,t,f,f,f
280787,t,149,f,t,t,f,f
280806,f,104,f,f,f,f,f
280819,f,91,t,f,f,f,f
280834,f,153,t,f,f,f,f
280837,f,65,t,f,f,f,f
280849,t,12,t,t,f,f,f
280872,t,118,t,t,f,f,f
280884,t,88,f,f,f,f,f
280896,f,44,f,f,f,f,f
280914,t,23,t,f,f,f,f
280923,f,98,t,t,f,f,f
280961,t,41,f,f,f,f,f
280968,t,30,f,t,f,f,f
280974,f,166,t,f,f,f,f
280989,f,103,t,f,f,f,f
281002,f,49,f,f,f,f,f
281021,f,114,f,t,f,f,f
281028,f,114,t,t,f,f,f
281039,t,142,f,f,f,f,f
281040,f,58,f,f,f,f,f
281040,f,58,f,f,f,f,f
281041,f,89,f,f,f,f,f
281041,f,89,f,f,f,f,f
281047,f,147,t,t,t,f,f
281047,f,147,t,t,t,f,f
281047,f,147,t,t,t,f,f
281053,f,147,t,t,f,f,f
281053,f,147,t,t,f,f,f
281072,t,12,t,f,f,f,f
281091,t,93,f,t,f,f,f
281102,t,77,f,f,f,f,f
281117,f,167,f,t,t,f,f
281117,f,167,f,t,t,f,f
281127,f,168,f,f,f,f,f
281128,t,52,t,t,f,t,f
281129,f,133,t,t,f,f,f
281129,f,133,t,t,f,f,f
281140,t,64,t,f,f,f,f
281176,f,66,f,t,f,f,f
281209,t,102,f,f,f,f,f
281227,t,157,f,t,f,f,f
281274,t,87,t,t,f,f,f
281302,t,77,t,t,f,f,f
281303,t,92,t,t,f,f,f
281314,t,59,t,t,t,f,f
281316,t,61,f,f,f,f,f
281325,t,58,f,f,f,f,f
281328,f,106,t,t,f,f,f
281329,t,38,f,f,f,f,f
281331,t,75,f,t,f,f,f
281333,t,33,f,t,t,f,f
281336,t,75,f,t,t,f,f
281337,f,62,f,f,f,f,f
281345,f,227,t,t,t,f,f
281367,f,72,f,f,f,f,f
281383,t,286,f,t,f,f,f
281388,t,191,t,f,f,f,f
281407,t,154,t,t,f,f,f
281425,f,129,t,t,t,f,f
281427,t,39,f,f,f,f,f
281442,f,225,t,f,f,f,f
281451,f,26,f,t,f,f,f
281475,t,55,f,t,f,f,f
281477,t,112,t,t,t,f,f
281487,f,87,f,t,t,f,f
281487,f,87,f,t,t,f,f
281491,t,53,t,f,f,t,f
281495,t,27,f,t,f,f,f
281505,f,127,f,t,f,f,f
281512,t,46,t,f,f,f,f
281515,t,44,t,f,f,f,f
281528,f,45,t,t,t,f,f
281530,t,182,t,f,f,f,f
281551,f,63,t,f,f,f,f
281557,t,207,t,t,t,f,f
281570,t,68,t,f,f,f,f
281577,f,114,t,f,f,f,f
281590,t,247,t,f,f,t,f
281596,t,84,f,t,f,f,f
281598,t,176,f,t,t,f,f
281618,t,212,f,t,t,f,f
281622,t,30,f,f,f,f,f
281641,t,31,t,f,f,f,f
281653,t,285,t,f,f,f,f
281710,f,97,f,t,f,f,f
281712,t,56,f,f,f,f,f
281713,f,53,f,f,f,t,f
281714,f,168,f,f,f,f,f
281714,f,168,f,f,f,f,f
281715,f,15,f,f,f,f,f
281715,f,15,f,f,f,f,f
281718,t,85,t,t,t,f,f
281749,t,160,f,t,f,f,f
281751,t,27,f,f,f,f,f
281757,t,16,f,f,f,f,f
281767,f,100,t,f,f,f,f
281767,f,100,t,f,f,f,f
281770,t,20,f,f,f,f,f
281796,t,13,f,t,f,f,f
281822,f,63,f,f,f,f,f
281834,t,28,f,t,f,f,f
281849,t,105,f,t,f,f,f
281853,f,156,f,t,t,f,f
281853,f,156,f,t,t,f,f
281853,f,156,f,t,t,f,f
281857,t,37,f,t,t,t,f
281868,t,89,t,t,t,f,f
281878,t,47,t,f,f,f,f
281885,f,102,f,f,f,f,f
281889,f,181,f,f,f,f,f
281894,f,128,t,t,f,f,f
281899,f,64,f,f,f,f,f
281907,t,110,f,t,f,f,f
281911,t,98,t,t,t,f,f
281922,f,106,t,t,f,f,f
281923,t,200,t,t,t,f,f
281929,t,61,f,f,f,f,f
281938,t,73,f,f,f,f,f
281943,f,100,f,f,f,f,f
281949,f,144,t,f,t,f,f
281967,t,78,f,f,f,f,f
281976,f,107,f,t,t,f,f
281976,f,107,f,t,t,f,f
282024,t,197,f,f,f,f,f
282054,t,175,t,t,f,f,f
282071,t,41,f,f,f,f,f
282084,t,225,t,t,f,t,f
282098,t,260,f,f,f,f,f
282099,f,247,t,f,f,f,f
282109,t,16,f,f,f,f,f
282113,t,196,t,f,f,f,f
282134,f,273,t,t,f,t,f
282144,f,129,f,t,f,f,f
282145,f,127,f,f,f,f,f
282164,f,61,t,f,f,f,f
282170,f,251,t,t,t,f,f
282179,f,145,f,t,t,f,f
282180,f,101,f,t,f,f,f
282183,t,85,f,f,f,f,f
282185,f,33,f,t,f,f,f
282185,f,33,f,t,f,f,f
282198,f,322,t,f,f,f,f
282211,t,120,t,f,f,f,f
282225,t,40,f,t,t,f,f
282239,t,35,t,f,f,f,f
282250,t,125,t,t,t,f,f
282261,t,112,f,t,f,f,f
282276,t,32,t,f,f,f,f
282300,f,112,f,t,t,f,f
282308,t,52,t,t,f,f,f
282313,t,19,t,f,f,f,f
282325,f,65,f,t,f,f,f
282337,t,126,t,f,f,f,f
282367,f,70,f,t,t,f,f
282380,t,24,t,t,f,f,f
282382,t,41,f,t,t,f,f
282383,f,118,f,t,t,f,f
282389,t,240,t,f,f,f,f
282397,t,35,f,f,f,f,f
282399,f,49,f,t,t,f,f
282403,f,714,t,t,t,t,f
282411,f,118,f,t,t,f,f
282424,t,38,t,f,f,f,f
282425,t,96,f,t,t,f,f
282434,f,111,f,f,f,f,f
282434,f,111,f,f,f,f,f
282434,f,111,f,f,f,f,f
282434,f,111,f,f,f,f,f
282441,t,125,f,t,t,f,f
282449,f,103,f,t,t,f,f
282469,f,27,f,t,t,f,f
282506,f,169,t,t,f,t,f
282512,f,102,t,f,f,f,f
282518,t,87,t,t,f,f,f
282531,t,78,t,t,t,f,f
282549,f,76,f,f,f,f,f
282552,t,73,t,t,f,f,f
282554,f,143,f,f,f,f,f
282556,t,49,f,f,f,f,f
282564,f,77,f,t,f,f,f
282585,f,99,t,f,f,f,f
282606,t,93,f,f,f,f,f
282634,f,61,t,f,f,f,f
282635,f,165,t,f,f,f,f
282692,f,51,f,f,f,f,f
282697,f,223,t,f,f,f,f
282704,t,41,f,f,f,f,f
282709,f,106,f,t,t,f,f
282716,t,39,t,t,t,f,f
282717,f,59,f,t,f,f,f
282723,t,107,f,f,f,f,f
282748,f,155,t,t,f,f,f
282749,t,56,t,f,f,f,f
282750,f,298,t,t,t,f,f
282750,f,298,t,t,t,f,f
282750,f,298,t,t,t,f,f
282750,f,298,t,t,t,f,f
282753,f,128,f,f,f,f,f
282758,t,70,t,f,f,f,f
282762,t,77,t,t,t,f,f
282763,f,38,t,f,f,f,f
282770,f,237,t,t,t,f,f
282776,t,21,f,t,t,f,f
282812,f,159,f,f,f,f,f
282818,f,114,t,t,t,t,f
282828,f,74,f,f,f,f,f
282831,f,69,t,f,f,f,f
282844,t,147,t,t,f,t,f
282848,t,34,f,t,f,f,f
282850,t,40,f,f,f,f,f
282861,t,63,f,t,f,f,f
282868,f,124,t,f,f,t,f
282880,f,50,f,f,f,f,f
282907,t,52,t,f,f,f,f
282916,f,63,f,f,f,f,f
282928,f,98,f,f,f,f,f
282934,f,57,t,f,f,f,f
282934,f,57,t,f,f,f,f
282949,t,32,f,f,f,f,f
282954,t,96,f,t,f,f,f
282963,t,69,f,t,f,f,f
282964,t,106,f,t,t,f,f
282965,f,135,f,t,t,f,f
282966,f,173,t,t,f,f,f
282966,f,173,t,t,f,f,f
282971,f,216,t,f,f,f,f
282972,t,72,f,t,t,t,f
282998,f,245,f,t,f,f,f
283010,f,664,f,t,t,t,f
283014,t,56,f,t,f,f,f
283017,f,69,f,t,f,f,f
283033,f,198,f,t,t,f,f
283059,t,62,t,t,f,f,f
283074,f,146,t,t,t,f,f
283074,f,146,t,t,t,f,f
283074,f,146,t,t,t,f,f
283082,f,231,t,f,f,f,f
283084,t,30,f,t,t,f,f
283090,t,52,t,f,f,f,f
283116,f,105,t,f,f,f,f
283116,f,105,t,f,f,f,f
283117,f,240,t,t,f,f,f
283119,t,84,t,f,f,f,f
283125,f,65,f,f,f,f,f
283130,t,74,f,t,f,f,f
283131,f,212,t,t,t,f,f
283131,f,212,t,t,t,f,f
283150,f,61,t,f,f,f,f
283179,t,123,f,t,f,f,f
283194,f,376,t,t,t,f,f
283194,f,376,t,t,t,f,f
283207,t,58,t,f,f,f,f
283213,f,31,f,f,f,f,f
283213,f,31,f,f,f,f,f
283223,f,57,f,f,f,f,f
283246,f,67,f,f,f,f,f
283259,t,167,t,t,f,f,f
283268,t,335,f,t,t,f,f
283289,t,26,f,f,f,f,f
283291,f,95,f,t,t,f,f
283293,t,71,t,f,f,f,f
283308,t,54,t,t,f,f,f
283309,t,69,t,t,f,f,f
283321,f,39,f,f,f,f,f
283326,t,202,f,f,f,f,f
283348,f,196,t,t,f,t,f
283348,f,196,t,t,f,t,f
283360,t,498,t,t,t,f,f
283376,f,20,f,f,f,f,f
283382,t,40,f,f,f,f,f
283383,f,113,t,f,f,f,f
283395,f,114,f,t,f,t,f
283401,f,48,f,f,f,f,f
283414,t,70,t,t,f,t,f
283421,f,265,f,t,t,f,f
283430,f,177,f,t,t,f,f
283437,t,222,t,t,f,f,f
283444,t,22,t,f,f,f,f
283459,f,221,t,t,t,t,f
283501,f,4,f,t,f,f,f
283519,t,21,f,f,f,f,f
283548,t,95,f,t,f,f,f
283564,t,412,t,t,t,f,f
283580,f,50,f,t,t,f,f
283592,t,213,t,t,t,f,f
283608,t,232,t,f,f,f,f
283613,t,76,t,t,f,f,f
283634,f,139,f,t,t,f,f
283648,t,62,f,t,t,f,f
283650,f,64,f,f,f,f,f
283654,f,94,t,t,f,f,f
283664,f,296,t,f,f,t,f
283665,f,91,t,f,f,f,f
283668,t,105,t,t,f,f,f
283677,f,60,t,f,f,f,f
283683,t,77,t,t,f,f,f
283684,t,85,t,f,f,f,f
283687,t,28,f,t,f,f,f
283692,f,83,f,f,f,f,f
283694,f,181,t,f,f,f,f
283709,f,46,f,f,f,f,f
283714,t,69,t,f,f,f,f
283717,t,14,t,f,f,f,f
283722,t,44,t,t,t,f,f
283737,t,116,f,f,f,f,f
283755,t,135,t,t,f,f,f
283756,f,70,f,t,t,f,f
283763,t,129,t,f,f,f,f
283772,t,20,f,t,f,f,f
283773,f,155,t,t,f,f,f
283784,f,103,f,f,f,f,f
283797,t,260,t,f,f,f,f
283819,t,120,f,t,f,f,f
283840,t,182,f,t,f,f,f
283847,f,246,t,t,f,f,f
283855,f,232,f,f,f,f,f
283860,f,81,f,f,f,f,f
283866,f,146,t,t,f,f,f
283866,f,146,t,t,f,f,f
283871,t,52,t,f,f,f,f
283891,f,72,t,f,f,f,f
283914,t,420,t,t,t,f,f
283919,t,88,t,t,f,f,f
283928,t,32,f,t,t,f,f
283932,t,93,f,t,t,f,f
283935,t,29,t,f,f,f,f
283946,f,157,f,f,f,f,f
283952,f,152,t,t,t,t,f
283954,f,26,f,f,f,f,f
283970,f,127,t,t,t,t,f
283973,f,143,f,t,t,f,f
283990,f,107,f,f,f,f,f
283991,t,32,t,t,f,f,f
284000,t,274,t,f,f,f,f
284014,f,185,f,t,f,f,f
284014,f,185,f,t,f,f,f
284022,f,347,t,t,t,f,f
284033,t,48,f,f,f,f,f
284036,t,71,t,f,f,f,f
284045,t,149,t,f,f,t,f
284082,t,747,t,f,t,f,f
284101,t,159,t,f,f,f,f
284103,t,112,t,f,f,f,f
284110,t,187,f,f,f,f,f
284142,f,132,t,t,t,f,f
284150,f,204,t,f,f,f,f
284151,f,43,f,t,t,f,f
284161,t,57,t,f,f,f,f
284175,f,65,f,t,t,f,f
284183,f,190,t,f,f,f,f
284190,f,356,t,t,t,f,f
284194,t,19,t,f,f,f,f
284211,t,236,t,f,f,f,f
284213,f,109,f,t,t,t,f
284217,t,152,t,t,f,f,f
284218,t,109,f,t,f,f,f
284231,f,45,f,t,f,f,f
284232,f,121,f,t,t,f,f
284232,f,121,f,t,t,f,f
284234,t,84,f,f,f,f,f
284254,t,51,f,t,f,f,f
284255,t,189,t,f,f,f,f
284265,t,152,t,t,t,f,f
284266,t,2,t,f,f,f,f
284273,f,56,f,t,t,f,f
284274,f,114,f,t,f,f,f
284284,t,28,t,t,t,f,f
284288,t,26,t,f,f,f,f
284305,t,28,t,t,f,f,f
284322,t,162,f,t,t,f,f
284328,t,83,t,f,f,f,f
284335,f,179,t,t,f,f,f
284342,t,134,f,t,f,f,f
284345,t,218,f,t,t,f,f
284350,f,181,t,t,t,f,f
284351,t,179,f,t,t,f,f
284378,f,266,f,t,t,f,f
284393,t,55,f,t,f,f,f
284404,t,114,f,t,t,f,f
284416,t,97,f,t,f,f,f
284430,t,346,f,f,f,f,f
284431,t,26,f,t,f,f,f
284447,t,64,f,t,f,f,f
284462,t,100,t,f,f,f,f
284470,t,66,t,t,f,f,f
284472,f,56,f,t,f,t,f
284480,f,220,t,f,f,f,f
284481,t,32,t,f,f,f,f
284486,f,119,f,f,f,f,f
284487,f,177,f,t,t,f,f
284491,t,41,t,f,f,f,f
284503,t,33,f,f,f,f,f
284505,t,81,f,t,f,f,f
284508,t,58,f,t,f,f,f
284519,t,83,t,t,f,f,f
284528,t,120,t,f,f,f,f
284536,f,36,f,f,f,t,f
284540,f,356,f,f,f,f,f
284544,t,73,t,f,f,f,f
284566,t,310,t,t,t,f,f
284576,t,52,f,t,f,f,f
284583,t,53,t,t,f,f,f
284607,t,28,f,t,f,f,f
284632,f,96,f,f,f,f,f
284648,f,61,f,f,f,f,f
284650,f,188,t,t,f,f,f
284652,f,74,f,f,f,t,f
284668,t,113,f,f,f,f,f
284678,t,72,t,f,f,f,f
284682,f,182,f,t,t,f,f
284684,f,139,f,t,f,f,f
284692,f,253,t,f,f,t,f
284702,t,45,f,t,t,f,f
284708,t,91,f,t,f,f,f
284713,f,252,f,f,f,f,f
284715,t,41,f,f,f,f,f
284744,f,261,t,t,t,t,f
284752,t,214,t,f,f,f,f
284783,f,75,f,t,t,f,f
284787,t,34,f,t,f,f,f
284793,f,139,t,t,f,f,f
284799,t,44,t,f,f,f,f
284816,t,71,f,t,f,f,f
284820,f,357,t,t,f,f,f
284826,f,124,t,t,f,f,f
284826,f,124,t,t,f,f,f
284827,f,157,f,f,f,f,f
284828,f,158,f,t,t,f,f
284838,t,88,f,t,f,f,f
284845,t,153,f,t,f,f,f
284848,t,13,t,f,f,f,f
284878,t,95,f,t,f,f,f
284884,f,124,f,f,f,f,f
284886,f,79,t,f,f,f,f
284894,t,325,t,t,t,f,f
284905,f,41,t,t,t,f,f
284930,f,80,t,f,f,f,f
284939,t,184,t,t,f,f,f
284943,f,231,t,f,f,f,f
284946,f,87,t,t,f,f,f
284954,f,127,f,t,f,f,f
284980,f,79,f,f,f,f,f
284986,f,398,t,f,f,f,f
284989,f,65,f,f,f,f,f
285005,t,7,t,f,f,f,f
285007,t,86,t,f,f,f,f
285027,t,28,f,f,f,f,f
285032,t,55,f,t,f,f,f
285037,t,22,t,f,f,f,f
285056,f,86,t,f,f,f,f
