chain_oid,user_id,start_date,creationdate,years_since_registration,question_count,answer_count,comment_count,edits_count
13996655,34531,2017-08-29 09:58:20,2014-07-14 22:07:58,3.12395427447996,27,471,2038,884
13996664,72813,2017-08-29 12:41:28,2016-05-09 08:41:29,1.30251138381532,2,8,13,19
13996664,56787,2017-08-29 12:41:28,2015-08-16 19:47:35,2.03617557711821,24,6,32,106
13996669,8977,2017-08-29 11:46:03,2012-07-19 12:38:27,5.11291400304414,3,32,44,47
13996669,45512,2017-08-29 11:46:03,2015-01-25 17:53:22,2.58697238077118,21,18,97,118
13996676,25070,2017-08-29 13:56:39,2013-12-18 19:24:09,3.68910292998478,19,1164,1225,2184
13996686,30919,2017-08-29 17:56:27,2014-06-02 22:09:10,3.23993014332826,10,4,33,45
13996702,93983,2017-08-29 23:37:01,2017-03-22 22:13:50,0.430295249873161,8,6,12,36
13996705,1204,2017-08-30 01:58:19,2010-11-10 19:37:47,6.79661440892948,1,136,573,200
13996705,36566,2017-08-30 01:58:19,2014-09-03 14:52:13,2.97797964231355,9,5,21,37
13996732,56638,2017-08-30 17:41:09,2015-08-12 23:43:05,2.04999632166413,2,158,248,246
13996732,35764,2017-08-30 17:41:09,2014-08-13 14:42:25,3.04897019279554,10,93,97,147
13996732,39251,2017-08-30 17:41:09,2014-10-15 19:06:04,2.86422200025368,25,9,63,92
13996782,79,2017-08-31 17:04:32,2010-07-22 19:56:07,7.11131738330797,21,1214,2638,2896
13996795,66647,2017-08-31 13:47:24,2016-02-05 12:55:15,1.5651677130898,7,43,85,115
13996803,32958,2017-08-31 18:01:09,2014-06-28 09:14:09,3.1756601978691,10,154,260,490
13996805,51216,2017-09-05 16:32:17,2015-04-28 11:34:59,2.34988070776256,4,1,20,20
13996812,24605,2017-08-31 18:28:54,2013-12-04 15:26:49,3.73390807331304,6,1,6,19
13996812,6052,2017-08-31 18:28:54,2012-02-22 16:24:57,5.52146870243531,20,87,209,319
13996814,35779,2017-08-31 19:12:30,2014-08-13 18:40:38,3.05143049213597,13,157,219,1908
13996824,8977,2017-08-31 22:30:39,2012-07-19 12:38:27,5.1196198630137,3,34,48,49
13996829,65342,2017-08-31 22:53:21,2016-01-15 18:30:17,1.6203635210553,23,8,25,85
13996829,3112,2017-08-31 22:53:21,2011-05-26 04:19:02,6.26650364662608,192,262,871,1209
13996830,34531,2017-09-01 04:20:36,2014-07-14 22:07:58,3.13153088533739,27,471,2043,884
13996870,15956,2017-09-01 15:49:05,2013-03-08 19:23:13,4.47904464738711,3,1,5,10
13996870,81100,2017-09-01 15:49:05,2016-08-19 20:09:47,1.0358053652968,13,24,134,79
13996874,865,2017-09-01 16:16:52,2010-09-21 22:04:41,6.93495468670725,6,300,803,458
13996888,81100,2017-09-02 13:34:58,2016-08-19 20:09:47,1.03828992262811,14,24,137,82
13996888,34531,2017-09-02 13:34:58,2014-07-14 22:07:58,3.13532534246575,27,471,2045,884
13996890,115,2017-09-03 08:13:58,2010-07-22 22:00:13,7.11829100076103,122,2033,8255,72566
13996904,26213,2017-09-03 18:04:43,2014-01-26 15:52:01,3.59956754185693,6,73,115,284
13996937,89601,2017-09-04 15:50:55,2017-01-13 11:28:07,0.636116438356164,7,1,6,28
13996945,49935,2017-09-05 09:37:59,2015-04-02 02:26:40,2.42136856291223,2,14,24,30
13996945,78868,2017-09-05 09:37:59,2016-07-30 15:32:47,1.0986400304414,15,7,19,57
13996946,3112,2017-09-04 23:05:07,2011-05-26 04:19:02,6.27748493784881,192,262,874,1209
13996959,20618,2017-09-05 13:19:37,2013-07-31 11:35:42,4.09882784753932,4,1,2,14
13996959,865,2017-09-05 13:19:37,2010-09-21 22:04:41,6.9455763571791,6,301,806,459
13996966,50240,2017-09-05 13:50:25,2015-04-08 20:48:56,2.40331332445459,1,58,56,159
13996971,25814,2017-09-05 14:59:20,2014-01-15 10:55:21,3.63539570649417,82,1101,3317,4131
13996986,55216,2017-09-05 19:44:23,2015-07-15 08:03:22,2.14242963597159,5,15,21,31
13996986,115,2017-09-05 19:44:23,2010-07-22 22:00:13,7.12508403094876,122,2038,8262,72774
13996997,15054,2017-09-05 22:10:10,2013-02-11 05:35:30,4.55805682394723,9,592,4258,893
13997004,56903,2017-09-06 05:45:03,2015-08-18 22:16:29,2.0515383688483,14,31,102,411
13997004,34482,2017-09-06 05:45:03,2014-07-13 08:18:11,3.14970865043125,166,20,208,742
13997005,8246,2017-09-06 09:02:15,2012-06-17 10:59:55,5.21963914256722,25,109,164,210
13997005,12681,2017-09-06 09:02:15,2012-11-12 05:51:17,4.80858250887874,67,2,113,250
13997011,27874,2017-09-06 08:43:10,2014-03-10 11:48:03,3.48663454464739,2,260,910,7176
13997011,87998,2017-09-06 08:43:10,2016-12-12 10:04:00,0.725873604769153,5,68,153,182
13997017,16530,2017-09-06 10:58:26,2013-03-26 09:49:50,4.44396613394216,4,139,323,201
13997018,61218,2017-09-06 10:55:55,2015-10-23 07:35:52,1.86133951674277,3,1,1,12
13997018,51907,2017-09-06 10:55:55,2015-05-11 13:50:37,2.31884570015221,20,56,116,201
13997019,60673,2017-09-06 14:36:19,2015-10-13 10:25:33,1.88883326991375,1,92,155,135
13997022,2856,2019-12-06 06:55:34,2011-05-03 01:25:23,8.5896692985794,3,780,1462,2173
13997022,18228,2019-12-06 06:55:34,2013-05-16 17:45:20,6.55355828259767,26,8,44,90
13997034,6295,2017-09-06 19:09:07,2012-03-09 00:06:39,5.49326953323186,9,37,92,103
13997034,34531,2017-09-06 19:09:07,2014-07-14 22:07:58,3.14691999619482,27,472,2051,886
13997034,115,2017-09-06 19:09:07,2010-07-22 22:00:13,7.12775665905632,122,2040,8269,72863
13997045,6295,2017-09-06 16:43:18,2012-03-09 00:06:39,5.4929921042618,9,37,90,103
13997045,25139,2017-09-06 16:43:18,2013-12-20 14:40:08,3.7063987189244,19,120,243,354
13997048,104972,2017-09-06 17:07:56,2017-09-05 13:46:47,0.00312243150684931,1,1,0,5
13997049,115,2017-09-06 20:33:13,2010-07-22 22:00:13,7.12791666666667,122,2040,8269,72868
13997058,15054,2017-09-06 20:46:49,2013-02-11 05:35:30,4.56063796930492,9,592,4262,893
13997058,23589,2017-09-06 20:46:49,2013-11-04 02:05:01,3.83158637747336,16,22,81,84
13997073,98611,2017-09-07 04:13:47,2017-06-06 16:01:20,0.247968892694064,2,26,36,52
13997073,7424,2017-09-07 04:13:47,2012-05-09 07:02:05,5.32913184931507,65,349,838,2319
13997077,84768,2017-09-07 07:51:30,2016-10-20 09:04:45,0.87109351217656,2,2,1,10
13997077,87998,2017-09-07 07:51:30,2016-12-12 10:04:00,0.7285150304414,5,69,156,184
13997081,83729,2017-09-07 09:02:17,2016-10-04 07:06:07,0.912549784373414,5,3,1,23
13997081,44978,2017-09-07 09:02:17,2015-01-14 10:05:22,2.642345731862,21,34,80,156
13997086,25814,2017-09-07 09:35:01,2014-01-15 10:55:21,3.64025811770675,82,1102,3320,4133
13997089,99840,2017-09-07 12:31:18,2017-06-27 06:21:39,0.192484113394216,5,1,5,18
13997089,1608,2017-09-07 12:31:18,2011-01-07 17:43:29,6.66378960553019,55,923,1326,3239
13997093,429,2017-09-08 08:06:52,2010-08-02 16:47:43,7.10243369482496,4,162,1716,841
13997093,6800,2017-09-08 08:06:52,2012-04-06 13:19:32,5.41926813800101,115,7,142,435
13997101,27874,2017-09-07 16:57:06,2014-03-10 11:48:03,3.49031402207002,2,261,912,7180
13997107,34531,2017-09-07 16:48:29,2014-07-14 22:07:58,3.14939215499746,27,473,2053,887
13997107,59399,2017-09-07 16:48:29,2015-09-18 05:30:21,1.95813952308473,36,6,38,152
13997108,7916,2017-09-07 18:45:06,2012-05-31 20:07:46,5.26902080162354,19,9,26,70
13997110,15054,2017-09-07 20:54:11,2013-02-11 05:35:30,4.56339171106038,9,592,4270,893
13997113,80215,2017-09-07 20:30:01,2016-08-04 16:58:55,1.09149752663623,5,81,175,240
13997123,15054,2017-09-08 02:22:41,2013-02-11 05:35:30,4.56401671106038,9,594,4272,895
13997123,64250,2017-09-08 02:22:41,2015-12-21 22:39:08,1.70521984398782,11,7,20,52
13997155,16530,2017-09-08 13:59:11,2013-03-26 09:49:50,4.44978947869102,4,139,326,201
13997155,63929,2017-09-08 13:59:11,2015-12-15 03:18:26,1.72519168569254,69,40,490,403
13997166,30193,2017-09-08 17:25:02,2014-05-13 12:32:10,3.32042021816337,6,31,38,109
13997200,1204,2017-09-10 07:16:18,2010-11-10 19:37:47,6.82461666032471,1,136,577,200
13997200,865,2017-09-10 07:16:18,2010-09-21 22:04:41,6.95858374556063,6,302,815,460
13997210,87487,2017-09-11 08:27:41,2016-12-03 15:34:31,0.760831747843734,10,244,739,1908
13997216,104851,2017-09-11 17:48:34,2017-09-02 18:01:05,0.0246337201927955,3,1,7,16
13997216,35764,2017-09-11 17:48:34,2014-08-13 14:42:25,3.08186101598174,12,94,101,154
13997230,15054,2017-09-11 05:28:19,2013-02-11 05:35:30,4.57258907280568,9,595,4279,898
13997230,34531,2017-09-11 05:28:19,2014-07-14 22:07:58,3.15905698249619,27,473,2064,888
13997251,8563,2017-09-11 10:21:50,2012-07-01 01:40:14,5.19619786910198,13,367,1845,926
13997259,37173,2017-09-11 13:29:53,2014-09-18 18:03:43,2.96797215880264,31,46,121,215
13997262,19873,2017-09-11 14:35:42,2013-07-08 18:16:10,4.17492300862506,6,3,12,23
13997266,934,2017-09-11 19:24:13,2010-10-01 18:58:03,6.93566622272958,9,879,1333,2081
13997284,80215,2017-09-11 20:19:47,2016-08-04 16:58:55,1.10243696093354,5,84,180,244
13997295,51710,2017-09-12 04:49:34,2015-05-07 04:53:08,2.34382883054287,26,18,47,112
13997298,27874,2017-09-12 07:09:46,2014-03-10 11:48:03,3.5001554731101,2,262,920,7188
13997302,56903,2017-09-12 16:11:21,2015-08-18 22:16:29,2.06916831557585,14,32,109,421
13997312,6052,2017-09-12 04:39:06,2012-02-22 16:24:57,5.547287195586,20,91,223,333
13997321,17013,2017-09-12 14:48:30,2013-04-10 09:27:03,4.41978966894977,3,16,20,38
13997321,78446,2017-09-12 14:48:30,2016-07-23 00:23:23,1.13931719304921,6,3,11,33
13997323,41538,2017-09-12 16:15:04,2014-12-04 20:36:35,2.76251614028412,11,1,10,37
13997331,34531,2017-09-12 17:33:38,2014-07-14 22:07:58,3.16317668696093,27,473,2068,888
13997333,80215,2017-09-13 08:04:17,2016-08-04 16:58:55,1.10651705986809,5,86,185,249
13997334,6052,2017-09-12 18:31:24,2012-02-22 16:24:57,5.54887071917808,20,93,225,336
13997339,25352,2017-09-12 19:35:55,2013-12-31 13:45:46,3.69313194444444,26,3,66,88
13997339,34531,2017-09-12 19:35:55,2014-07-14 22:07:58,3.16340934170472,27,473,2069,888
13997341,12236,2017-09-12 19:50:31,2012-10-25 10:52:52,4.87499552891933,20,43,73,113
13997341,25352,2017-09-12 19:50:31,2013-12-31 13:45:46,3.69315972222222,26,3,66,88
13997348,66673,2017-09-12 22:55:22,2016-02-05 17:01:04,1.59587956621005,13,25,46,100
13997350,2856,2017-09-13 12:14:00,2011-05-03 01:25:23,6.36150802257737,2,484,740,1225
13997350,60281,2017-09-13 12:14:00,2015-10-05 21:24:02,1.92566584221208,3,2,3,11
13997376,25814,2017-09-13 13:35:40,2014-01-15 10:55:21,3.65715433155759,82,1106,3328,4145
13997387,960,2017-09-13 15:22:13,2010-10-06 12:50:13,6.92768645357686,2,205,273,293
13997393,93008,2017-09-13 16:27:43,2017-03-08 12:37:40,0.507287005327245,15,3,19,58
13997393,60111,2017-09-13 16:27:43,2015-10-01 19:27:01,1.93733009893455,21,26,46,105
13997394,429,2017-09-14 12:14:24,2010-08-02 16:47:43,7.11934300481989,4,163,1728,845
13997394,80348,2017-09-14 12:14:24,2016-08-07 12:34:16,1.1020169964485,8,2,1,28
13997410,865,2017-09-14 06:54:35,2010-09-21 22:04:41,6.96950133181126,6,303,817,461
13997412,36541,2017-09-15 05:37:41,2014-09-03 07:29:35,3.03471860730594,4,46,68,74
13997412,10199,2017-09-15 05:37:41,2012-09-13 17:34:04,5.0075411276002,20,9,75,86
13997413,80215,2017-09-14 10:56:17,2016-08-04 16:58:55,1.10958403094876,5,87,189,254
13997413,99463,2017-09-14 10:56:17,2017-06-20 15:54:07,0.22957033231862,6,1,7,21
13997425,7913,2017-09-14 12:35:18,2012-05-31 17:49:00,5.28775932267884,1,98,230,263
13997427,80215,2017-09-14 12:48:03,2016-08-04 16:58:55,1.1097966768138,5,87,191,254
13997435,20579,2017-09-14 14:17:11,2013-07-30 15:07:34,4.12593153855911,8,2,9,36
13997435,34531,2017-09-14 14:17:11,2014-07-14 22:07:58,3.16828237569762,27,473,2076,888
13997436,6052,2017-09-14 15:25:15,2012-02-22 16:24:57,5.55399600456621,20,94,231,337
13997454,63200,2017-09-14 18:37:27,2015-12-01 10:52:34,1.77691187848808,10,3,20,46
13997454,34531,2017-09-14 18:37:27,2014-07-14 22:07:58,3.16877755580923,27,473,2076,888
13997457,80215,2017-09-14 19:06:39,2016-08-04 16:58:55,1.1105169964485,5,89,195,257
13997460,865,2017-09-15 07:46:03,2010-09-21 22:04:41,6.97233897767631,6,304,821,462
13997460,65799,2017-09-15 07:46:03,2016-01-23 20:02:15,1.6376404109589,19,5,47,88
13997484,87487,2017-09-15 10:02:59,2016-12-03 15:34:31,0.771971968543886,10,244,742,1909
13997484,86003,2017-09-15 10:02:59,2016-11-09 07:59:36,0.838590911973617,11,8,36,81
13997490,429,2017-09-15 11:58:34,2010-08-02 16:47:43,7.1220526065449,4,164,1735,846
13997490,52978,2017-09-15 11:58:34,2015-06-01 07:34:41,2.28680343099949,27,2,68,111
13997504,98969,2017-09-15 14:08:07,2017-06-12 14:04:39,0.254801116184678,10,1,14,32
13997504,25814,2017-09-15 14:08:07,2014-01-15 10:55:21,3.65995579654997,82,1106,3338,4147
13997509,1462,2017-09-15 15:58:30,2010-12-16 01:37:35,6.74547358574328,5,6,102,27
13997510,87487,2017-09-15 14:42:10,2016-12-03 15:34:31,0.772503139269406,10,245,742,1911
13997510,79,2017-09-15 14:42:10,2010-07-22 19:56:07,7.1521424086758,22,1230,2671,2947
13997518,9669,2017-09-15 16:54:27,2012-08-21 15:40:37,5.07205828259767,2,68,97,484
13997521,93055,2017-09-15 18:53:27,2017-03-08 22:41:23,0.511895104008118,5,1,10,16
13997528,115,2017-09-15 21:13:22,2010-07-22 22:00:13,7.15265058980213,123,2050,8330,73396
13997538,55694,2017-09-18 06:09:26,2015-07-24 00:51:25,2.15265984906139,8,2,14,33
13997538,34531,2017-09-18 06:09:26,2014-07-14 22:07:58,3.1755735667174,27,475,2098,892
13997551,63929,2017-09-16 15:42:29,2015-12-15 03:18:26,1.74456630517504,70,41,498,410
13997568,22818,2017-09-17 19:50:52,2013-10-10 18:29:42,3.92549689244039,49,13,145,212
13997568,63929,2017-09-17 19:50:52,2015-12-15 03:18:26,1.74777860223237,70,41,499,410
13997571,34531,2017-09-17 20:56:46,2014-07-14 22:07:58,3.17452207001522,27,475,2093,892
13997578,45424,2017-09-18 01:09:47,2015-01-22 22:47:06,2.64821667300862,7,1,13,22
13997578,15054,2017-09-18 01:09:47,2013-02-11 05:35:30,4.59675472475901,9,598,4287,902
13997578,115,2017-09-18 01:09:47,2010-07-22 22:00:13,7.15857984525621,123,2050,8346,73459
13997580,115,2017-09-18 03:04:49,2010-07-22 22:00:13,7.15879870624049,123,2050,8347,73473
13997585,79,2017-09-18 08:37:41,2010-07-22 19:56:07,7.1596681253171,22,1235,2675,2956
13997587,80215,2017-09-18 15:32:50,2016-08-04 16:58:55,1.12106909563673,5,90,200,263
13997595,56638,2017-09-18 13:01:58,2015-08-12 23:43:05,2.09878021943176,2,169,259,260
13997595,16141,2017-09-18 13:01:58,2013-03-14 02:39:53,4.50803288305429,6,118,171,2923
13997600,98969,2017-09-18 13:49:10,2017-06-12 14:04:39,0.262984240233384,11,1,20,37
13997600,25814,2017-09-18 13:49:10,2014-01-15 10:55:21,3.66813892059868,82,1108,3345,4150
13997604,79,2017-09-18 15:18:12,2010-07-22 19:56:07,7.16043014332826,22,1235,2678,2960
13997604,63929,2017-09-18 15:18:12,2015-12-15 03:18:26,1.74999955606291,71,41,499,413
13997613,27874,2017-09-18 18:49:05,2014-03-10 11:48:03,3.51792434043633,2,263,926,7192
13997613,60146,2017-09-18 18:49:05,2015-10-02 12:01:00,1.94940655124302,4,1,6,16
13997617,16549,2017-09-18 20:35:47,2013-03-26 19:36:01,4.47682604008118,30,202,214,354
13997617,26484,2017-09-18 20:35:47,2014-02-03 12:26:14,3.61942456240487,33,15,34,171
13997623,41250,2017-09-19 06:51:28,2014-11-28 10:34:37,2.79820557458143,1,127,140,245
13997638,97123,2017-09-19 12:02:10,2017-05-12 11:15:54,0.348033231861999,7,31,41,59
13997647,97123,2017-09-19 15:19:40,2017-05-12 11:15:54,0.348408992897007,8,31,43,63
13997647,87487,2017-09-19 15:19:40,2016-12-03 15:34:31,0.783533390410959,10,247,751,1919
13997648,98969,2017-09-19 13:59:38,2017-06-12 14:04:39,0.265743880010147,12,1,21,41
13997654,70703,2017-09-19 16:22:52,2016-04-06 11:45:43,1.4477875761035,7,2,11,31
13997654,79,2017-09-19 16:22:52,2010-07-22 19:56:07,7.16329290334855,22,1240,2683,2971
13997659,103383,2017-09-19 16:59:33,2017-08-08 18:13:09,0.112188736681887,3,13,6,24
13997662,1729,2017-09-19 18:49:36,2011-01-21 15:31:14,6.65928151953323,9,141,380,287
13997662,15768,2017-09-19 18:49:36,2013-03-04 20:25:05,4.53680463597159,48,178,646,820
13997666,35779,2017-09-19 22:28:31,2014-08-13 18:40:38,3.10111849949264,14,176,232,1979
13997666,34531,2017-09-19 22:28:31,2014-07-14 22:07:58,3.18017608447489,27,476,2101,893
13997667,34531,2017-09-19 22:33:05,2014-07-14 22:07:58,3.18018477295789,27,476,2102,893
13997671,8563,2017-09-20 07:19:45,2012-07-01 01:40:14,5.22050897387113,13,369,1853,930
13997694,53050,2017-09-20 13:19:22,2015-06-02 09:37:04,2.29768321917808,4,17,18,41
13997694,7617,2017-09-20 13:19:22,2012-05-18 08:36:46,5.33820890410959,53,125,179,676
13997702,3076,2017-09-20 13:02:47,2011-04-13 15:51:56,6.43392475266362,5,116,139,180
13997714,79,2017-09-20 15:17:44,2010-07-22 19:56:07,7.16590870750888,22,1243,2686,2984
13997720,70703,2017-09-20 16:15:23,2016-04-06 11:45:43,1.4505130644343,8,2,13,34
13997720,79,2017-09-20 16:15:23,2010-07-22 19:56:07,7.16601839167935,22,1243,2689,2985
13997730,934,2017-09-20 20:02:07,2010-10-01 18:58:03,6.96039586504313,9,880,1343,2087
13997730,32360,2017-09-20 20:02:07,2014-06-12 20:49:25,3.27045795281583,13,19,59,101
13997744,102758,2017-09-21 08:53:20,2017-07-28 13:53:32,0.14737404870624,2,1,3,7
13997744,25814,2017-09-21 08:53:20,2014-01-15 10:55:21,3.67579524987316,82,1108,3349,4159
13997760,52597,2017-09-21 14:17:25,2015-05-24 10:02:40,2.32514221841705,19,4,23,95
13997760,7072,2017-09-21 14:17:25,2012-04-20 20:00:51,5.41646987569762,115,167,344,576
13997763,37173,2017-09-21 13:13:31,2014-09-18 18:03:43,3.00972184170472,31,47,124,217
13997763,40216,2017-09-21 13:13:31,2014-11-06 10:21:18,2.8647112189244,35,7,73,126
13997766,86998,2017-09-21 14:29:20,2016-11-25 14:57:35,0.810905156012177,4,1,2,14
13997766,79,2017-09-21 14:29:20,2010-07-22 19:56:07,7.16855634830036,22,1244,2696,2991
13997782,87998,2017-09-22 09:41:55,2016-12-12 10:04:00,0.767081272196854,5,71,169,192
13997782,87,2017-09-22 09:41:55,2010-07-22 20:10:15,7.17072234906139,9,42,52,85
13997783,18189,2017-09-21 18:38:31,2013-05-15 20:12:36,4.3477662037037,8,111,136,212
13997794,76966,2017-09-21 22:34:02,2016-06-28 16:37:24,1.22876071790969,10,5,24,52
13997794,115,2017-09-21 22:34:02,2010-07-22 22:00:13,7.16924242135972,123,2051,8366,73625
13997808,26213,2017-09-22 11:04:31,2014-01-26 15:52:01,3.65082286910198,8,79,128,315
13997808,25814,2017-09-22 11:04:31,2014-01-15 10:55:21,3.67878456367326,82,1108,3352,4161
13997813,79,2017-09-22 09:39:22,2010-07-22 19:56:07,7.17074438736682,22,1245,2701,2992
13997813,41381,2017-09-22 09:39:22,2014-12-02 07:35:51,2.7961254122273,103,4,132,368
13997827,34531,2017-09-22 17:32:47,2014-07-14 22:07:58,3.18783260400812,27,477,2111,895
13997838,4078,2019-01-04 23:26:10,2011-08-29 22:59:04,7.35005156012177,1,1,2,4
13997838,664,2019-01-04 23:26:10,2010-08-19 19:53:32,8.37848674530695,3,582,4918,4334
13997841,80215,2017-09-23 09:11:53,2016-08-04 16:58:55,1.13404293505835,5,93,207,269
13997863,115,2017-09-23 06:42:27,2010-07-22 22:00:13,7.1701716768138,123,2051,8370,73710
13997875,15768,2017-09-23 19:24:02,2013-03-04 20:25:05,4.54782905251142,48,179,648,823
13997878,53945,2017-09-23 20:13:46,2015-06-18 07:44:47,2.2630688419584,2,7,17,17
13997878,25139,2017-09-23 20:13:46,2013-12-20 14:40:08,3.75063476661593,20,133,281,426
13997881,53945,2017-09-23 21:11:27,2015-06-18 07:44:47,2.26317858954845,2,7,21,19
13997903,63929,2017-09-25 12:28:15,2015-12-15 03:18:26,1.76885429350583,71,41,516,413
13997908,104851,2017-09-25 05:51:12,2017-09-02 18:01:05,0.061625031709792,4,1,9,19
13997908,32958,2017-09-25 05:51:12,2014-06-28 09:14:09,3.24002482876712,10,157,269,502
13997917,53945,2017-09-25 08:27:52,2015-06-18 07:44:47,2.26720525748351,3,8,33,25
13997917,115,2017-09-25 08:27:52,2010-07-22 22:00:13,7.17585169330289,123,2052,8377,73856
13997922,51907,2017-09-26 08:39:24,2015-05-11 13:50:37,2.37064075976662,21,58,120,212
13997925,53945,2017-09-25 10:19:19,2015-06-18 07:44:47,2.26741730086251,3,9,37,30
13997925,25130,2017-09-25 10:19:19,2013-12-20 10:18:59,3.75548008625063,16,1,24,67
13997944,53945,2017-09-25 14:33:05,2015-06-18 07:44:47,2.26790011415525,3,11,45,33
13997944,89601,2017-09-25 14:33:05,2017-01-13 11:28:07,0.690762874175545,9,1,13,39
13997944,84455,2017-09-25 14:33:05,2016-10-14 22:00:39,0.933395040588534,11,126,408,269
13997946,18013,2017-09-25 14:58:51,2013-05-10 10:41:14,4.37309287798072,8,29,55,75
13997946,92563,2017-09-25 14:58:51,2017-03-01 13:59:08,0.559017725773719,15,5,40,56
13997956,98916,2017-09-25 21:58:48,2017-06-11 15:43:49,0.285644945459158,3,4,1,22
13997956,429,2017-09-25 21:58:48,2010-08-02 16:47:43,7.15059186326738,4,164,1744,849
13997959,115,2017-09-25 18:36:13,2010-07-22 22:00:13,7.17700913242009,123,2052,8381,73863
13997969,53945,2017-09-25 20:17:31,2015-06-18 07:44:47,2.26855542871639,3,12,50,35
13997975,98611,2017-09-26 12:02:09,2017-06-06 16:01:20,0.30091479578894,2,28,41,55
13997975,53945,2017-09-26 12:02:09,2015-06-18 07:44:47,2.27035267630644,3,14,55,43
13997986,23263,2018-03-31 11:47:52,2013-10-24 19:57:50,4.43194450786403,44,95,233,415
13997987,34531,2017-09-26 11:45:00,2014-07-14 22:07:58,3.19812981988838,27,481,2120,901
13997988,25814,2017-09-26 10:48:06,2014-01-15 10:55:21,3.68971223363775,82,1110,3361,4166
13997989,25814,2017-09-26 10:41:03,2014-01-15 10:55:21,3.68969882039574,82,1110,3360,4166
13997999,35779,2017-09-26 13:11:56,2014-08-13 18:40:38,3.11923763318113,15,179,240,2005
13998020,429,2017-09-26 19:13:05,2010-08-02 16:47:43,7.15301629883308,4,164,1746,849
13998020,67669,2017-09-26 19:13:05,2016-02-21 15:12:43,1.59018334601725,9,2,10,33
13998022,3137,2017-09-26 20:26:04,2011-05-27 19:27:58,6.33298725266362,27,171,382,532
13998023,35779,2017-09-26 20:01:51,2014-08-13 18:40:38,3.12001753551497,15,183,245,2023
13998027,15054,2017-09-26 21:20:11,2013-02-11 05:35:30,4.62097542491121,9,599,4296,904
13998059,87998,2017-09-27 10:53:05,2016-12-12 10:04:00,0.780915303145611,5,73,179,197
13998061,7913,2017-09-27 11:32:04,2012-05-31 17:49:00,5.32325545408422,1,99,237,266
13998061,9073,2017-09-27 11:32:04,2012-07-20 16:54:26,5.18637297057331,37,11,77,140
13998068,17469,2017-09-28 06:47:27,2013-04-23 14:07:39,4.4265597412481,5,1,6,16
13998070,88109,2017-09-27 14:48:10,2016-12-13 22:01:34,0.777257610350076,1,31,23,47
13998070,34531,2017-09-27 14:48:10,2014-07-14 22:07:58,3.20121803652968,27,481,2126,901
13998071,25139,2017-09-28 12:53:34,2013-12-20 14:40:08,3.76349587772704,20,139,287,443
13998071,9073,2017-09-28 12:53:34,2012-07-20 16:54:26,5.18926775748351,37,11,77,140
13998075,105369,2017-09-29 09:14:22,2017-09-11 16:32:03,0.048482337645865,2,3,6,9
13998075,68999,2017-09-29 09:14:22,2016-03-10 12:40:47,1.54549768518519,27,1,57,100
13998078,16086,2017-09-27 15:45:34,2013-03-12 20:28:20,4.53644831303907,3,1,3,10
13998078,16530,2017-09-27 15:45:34,2013-03-26 09:49:50,4.4993069507864,4,141,332,203
13998091,53945,2017-09-27 20:31:01,2015-06-18 07:44:47,2.27406056570269,3,15,64,53
13998093,53945,2017-09-27 19:58:31,2015-06-18 07:44:47,2.27399873160832,3,15,62,53
13998096,15054,2017-09-27 21:05:16,2013-02-11 05:35:30,4.62368677067478,9,600,4300,905
13998112,3924,2017-09-28 05:40:12,2011-08-11 18:58:54,6.13135711567732,21,15,34,90
13998112,115,2017-09-28 05:40:12,2010-07-22 22:00:13,7.18375187087773,123,2055,8388,74064
13998114,27874,2017-09-29 07:09:34,2014-03-10 11:48:03,3.54673043505835,2,266,934,7241
13998118,53945,2017-09-28 10:00:48,2015-06-18 07:44:47,2.2756012493658,4,16,69,59
13998118,115,2017-09-28 10:00:48,2010-07-22 22:00:13,7.18424768518519,123,2055,8392,74093
13998135,35779,2017-09-28 15:16:46,2014-08-13 18:40:38,3.12495459157788,15,186,251,2032
13998137,78446,2017-09-28 14:54:32,2016-07-23 00:23:23,1.18042456240487,6,5,16,38
13998137,25352,2017-09-28 14:54:32,2013-12-31 13:45:46,3.73643220446474,27,3,73,91
13998149,64915,2017-09-28 18:03:39,2016-01-08 19:42:31,1.71282559614409,20,3,44,72
13998152,6052,2017-09-28 19:30:38,2012-02-22 16:24:57,5.59555875824455,20,95,235,341
13998154,40772,2017-09-28 19:14:40,2014-11-18 18:52:59,2.85072618594622,4,1,8,22
13998154,35779,2017-09-28 19:14:40,2014-08-13 18:40:38,3.12540721714866,15,188,256,2037
13998159,15054,2017-09-28 21:15:05,2013-02-11 05:35:30,4.62644517376966,9,600,4308,905
13998162,15054,2017-09-28 21:58:42,2013-02-11 05:35:30,4.62652815829528,9,600,4309,905
13998163,35779,2017-09-28 21:52:47,2014-08-13 18:40:38,3.12570804794521,15,189,259,2045
13998169,15054,2017-10-02 21:53:07,2013-02-11 05:35:30,4.63199698756976,9,601,4314,907
13998191,25139,2017-09-29 13:33:07,2013-12-20 14:40:08,3.76631085109082,20,140,288,446
13998206,17611,2017-09-29 17:28:52,2013-04-26 23:04:36,4.42127904616946,19,75,132,367
13998227,53945,2017-09-30 12:30:03,2015-06-18 07:44:47,2.28136466260781,5,19,74,70
13998228,741,2018-10-17 22:53:15,2010-09-01 07:39:36,8.13324514840183,2,8,4,19
13998228,30899,2018-10-17 22:53:15,2014-06-02 12:16:31,4.37381418061898,27,18,52,110
