question_id,total_score,viewcount,answer_number,comment_number,q_edited,a_edited,wiki
72693,5,1130,1,1,t,t,f
72696,9,745,1,1,t,f,f
72701,11,1472,1,0,t,f,f
72705,14,1534,1,2,t,f,f
72710,1,1021,1,1,f,f,f
72711,2,216,1,3,t,f,f
72712,2,4120,1,1,t,f,f
72714,4,12826,1,3,t,f,f
72719,3,142,1,5,t,f,f
72722,3,501,1,3,t,f,f
72726,6,203,1,0,f,t,f
72729,4,178,1,3,t,f,f
72732,3,541,1,0,t,f,f
72733,3,541,1,2,f,f,f
72738,3,608,1,1,f,f,f
72739,3,187,1,2,t,f,f
72742,4,934,1,5,t,f,f
72745,6,460,1,4,t,t,f
72747,3,197,1,1,f,t,f
72752,2,206,2,5,t,f,f
72766,4,74,1,3,f,t,f
72773,5,69,1,1,t,f,f
72774,20,8811,5,3,t,t,f
72775,3,957,1,0,t,f,f
72779,6,1282,1,2,t,f,f
72781,16,9369,2,1,f,t,f
72786,13,719,2,13,t,t,f
72787,3,3138,1,9,t,f,f
72788,12,4962,4,1,f,t,f
72790,4,3608,2,1,t,t,f
72791,25,18582,1,4,t,t,f
72804,4,342,2,6,f,t,f
72816,58,12513,6,12,t,t,f
72823,12,1206,4,1,t,t,f
72826,3,502,1,1,t,f,f
72832,3,1631,1,2,t,t,f
72837,2,643,1,10,t,t,f
72848,11,915,1,1,t,t,f
72852,4,3067,1,0,t,f,f
72854,2,1544,1,2,t,t,f
72857,3,239,2,2,t,f,f
72860,15,2565,4,6,t,t,f
72864,4,573,1,0,f,f,f
72876,3,278,1,2,f,f,f
72877,5,925,1,0,t,f,f
72879,6,1874,2,7,f,f,f
72882,8,2837,1,0,t,f,f
72883,5,959,1,6,t,f,f
72888,2,39,1,0,f,f,f
72891,2,130,1,2,t,f,f
72894,4,576,1,7,t,t,f
72895,8,5434,1,5,t,f,f
72898,5,6190,2,1,t,f,f
72899,5,3814,2,2,t,f,f
72907,21,5058,3,7,t,t,f
72908,2,1562,2,4,t,t,f
72913,4,856,3,3,f,t,f
72914,13,4014,2,3,t,t,f
72917,13,3553,3,5,t,f,f
72921,25,2317,3,1,t,t,f
72922,2,89,2,1,t,f,f
72925,7,1840,1,6,t,t,f
72926,0,186,2,2,t,t,f
72930,6,1016,1,10,f,f,f
72933,2,594,1,7,t,f,f
72934,5,85,1,4,t,f,f
72938,3,136,1,0,t,f,f
72941,7,797,2,6,t,t,f
72943,5,2317,1,1,t,f,f
72944,3,126,2,1,f,t,f
72956,3,6868,1,2,t,f,f
72957,13,2956,2,0,f,t,f
72958,8,5777,2,1,t,t,f
72960,7,3766,1,0,t,f,f
72962,2,559,1,0,f,f,f
72964,4,3393,2,6,t,f,f
72965,0,3852,1,3,t,f,f
72968,8,1000,2,2,t,t,f
72970,2,1678,1,5,t,f,f
72975,5,3411,2,3,t,f,f
72977,5,217,2,8,t,t,f
72980,3,629,2,3,t,f,f
72986,3,2720,1,1,t,f,f
72988,6,169,1,0,t,f,f
72992,7,1314,2,6,t,t,f
72996,5,6362,1,5,t,f,f
72998,5,293,1,2,f,f,f
73002,8,185,1,1,t,f,f
73008,2,751,1,0,t,f,f
73009,16,1452,2,1,t,t,f
73010,1,1050,1,1,t,f,f
73019,10,790,1,3,t,t,f
73021,5,56883,1,7,t,f,f
73028,5,2412,1,0,t,t,f
73029,13,7298,3,13,t,t,f
73032,0,187,1,5,f,f,f
73037,1,404,1,3,t,t,f
73042,21,9368,2,0,f,f,f
73043,9,3260,1,7,t,t,f
73045,6,1739,1,3,t,f,f
73046,53,29719,2,5,t,t,f
73048,20,6859,1,3,t,t,f
73052,1,307,1,1,t,t,f
73058,28,2323,3,4,f,f,f
73061,2,356,2,4,t,f,f
73071,23,2929,2,0,t,f,f
73075,2,310,1,0,t,f,f
73076,5,1471,1,2,t,f,f
73078,12,2561,2,3,t,t,f
73081,5,716,1,7,t,f,f
73082,1,253,1,3,f,t,f
73087,3,1258,2,3,t,t,f
73089,21,3022,2,2,f,t,f
73095,1,557,2,8,t,t,f
73099,9,5921,2,5,t,t,f
73102,6,941,2,5,t,t,f
73106,5,451,1,2,f,f,f
73107,17,3073,2,3,t,t,f
73116,1,419,1,1,t,f,f
73123,2,2170,2,3,f,t,f
73125,10,404,2,1,t,t,f
73127,16,3715,6,8,t,t,f
73130,3,625,1,1,f,f,f
73131,3,1374,2,0,t,f,f
73143,10,2312,1,2,f,t,f
73152,12,4450,2,5,f,t,f
73157,3,691,1,3,t,f,f
73158,5,256,1,4,t,f,f
73170,7,1016,2,2,t,t,f
73173,13,3874,2,3,t,t,f
73174,3,1798,1,1,t,f,f
73176,13,144,1,6,f,t,f
73177,2,2231,1,8,t,f,f
73186,1,1483,1,4,t,f,f
73191,7,680,2,5,f,t,f
73193,8,657,3,3,t,t,f
73195,1,429,1,0,f,f,f
73201,12,3695,4,19,t,t,f
73207,6,2262,1,5,t,f,f
73209,3,1893,1,4,t,f,f
73210,2,2431,3,3,t,t,f
73217,9,179,4,5,t,t,t
73219,6,1704,3,2,f,t,f
73220,1,682,1,10,t,f,f
73235,4,543,1,0,t,f,f
73238,101,58598,4,8,t,t,f
73239,3,1367,1,1,t,f,f
73241,12,1010,2,2,t,t,f
73245,5,1249,1,1,t,f,f
73247,7,15026,1,0,t,t,f
73250,6,1102,2,6,t,f,f
73251,8,10120,1,3,f,t,f
73252,12,2307,1,4,t,t,f
73257,1,203,1,4,t,f,f
73271,5,1181,1,1,f,f,f
73273,12,474,2,2,f,f,f
73274,6,1260,2,3,t,f,f
73278,4,1138,1,5,t,f,f
73279,1,675,2,2,f,t,f
73282,3,14683,1,10,t,f,f
73288,8,6048,2,9,t,t,f
73292,1,369,1,0,f,f,f
73299,1,1750,2,4,t,f,f
73301,3,643,2,0,t,t,f
73302,16,11159,2,7,t,t,f
73303,3,352,1,2,t,f,f
73304,4,345,1,2,f,f,f
73306,15,898,3,1,t,f,f
73307,8,2748,1,1,f,f,t
73312,1,86,1,1,t,f,f
73316,1,88,1,8,t,f,f
73317,2,537,1,0,t,t,f
73322,8,5578,1,0,f,f,f
73323,3,417,1,0,t,f,f
73329,3,159,1,2,t,t,f
73331,1,141,1,3,t,f,f
73336,6,2369,3,6,f,t,f
73343,9,896,1,4,f,f,f
73346,7,2137,1,6,t,f,f
73354,10,2348,3,6,f,t,f
73362,12,2768,2,10,t,t,f
73365,12,669,2,6,f,t,f
73366,10,2187,1,3,t,t,f
73369,2,4544,2,3,t,f,f
73370,5,2659,1,2,f,t,f
73371,5,340,1,1,t,t,f
73379,2,504,1,2,t,f,f
73383,4,2320,1,0,f,t,f
73389,7,948,2,4,f,t,f
73395,1,1157,1,0,t,f,f
73399,5,787,1,0,t,f,f
73401,2,1204,2,4,t,t,f
73405,4,615,1,8,t,t,f
73406,5,1676,1,1,f,f,f
73407,4,1016,2,4,t,f,f
73414,8,7982,1,0,t,f,f
73418,3,1925,1,3,f,t,f
73421,6,100,2,0,t,f,f
73424,2,143,1,0,f,t,f
73430,3,283,1,1,t,f,f
73432,31,18308,2,3,t,t,f
73433,24,11030,2,6,t,t,f
73435,5,989,2,14,f,f,f
73436,11,7401,2,9,t,f,f
73437,5,2955,1,2,f,f,f
73438,2,210,1,2,t,f,f
73439,4,173,1,1,f,f,f
73444,11,2352,1,0,t,f,f
73452,3,839,3,5,f,t,f
73456,4,81,1,1,t,f,f
73458,8,1179,2,3,t,f,f
73460,2,1222,1,5,t,t,f
73463,21,5498,2,5,f,t,f
73465,6,2486,3,18,f,t,f
73466,1,107,1,0,t,f,f
73472,6,1100,1,5,f,f,f
73474,1,487,1,0,f,f,f
73478,1,114,1,0,t,f,f
73484,1,3125,1,7,t,t,f
73503,1,3954,1,1,f,f,f
73504,2,4446,2,1,t,f,f
73508,6,1078,1,0,t,f,f
73510,2,145,1,7,f,f,f
73512,9,1014,2,0,t,f,f
73513,4,1244,1,2,f,f,f
73514,2,260,1,0,t,f,f
73519,50,58759,3,6,t,f,f
73524,7,676,2,0,t,t,f
73526,0,363,1,5,t,f,f
73527,5,2638,1,0,t,f,f
73529,4,211,1,0,t,f,f
73533,1,594,1,2,f,f,f
73535,5,880,1,2,f,t,f
73538,5,5581,2,6,t,f,f
73542,3,657,1,6,t,f,f
73543,1,169,1,1,t,f,f
73545,2,1323,1,0,f,f,f
73546,6,310,1,4,t,f,f
73548,13,392,3,4,f,f,f
73551,3,4299,1,2,t,f,f
73556,5,529,1,5,t,f,f
73563,5,190,1,1,t,f,f
73568,8,1053,2,1,t,f,f
73570,4,2546,1,3,t,f,f
73571,5,84,1,5,t,t,f
73575,5,1445,1,5,t,t,f
73576,47,20587,5,25,t,t,f
73581,5,3140,1,0,t,f,f
73583,0,529,1,4,t,f,f
73584,20,14271,2,4,t,f,f
73585,35,6554,2,17,t,t,f
73588,12,4145,1,0,t,f,f
73589,4,1476,1,2,t,t,f
73591,5,4137,1,0,t,t,f
73592,2,166,1,0,f,f,f
73595,7,3966,2,6,t,f,f
73596,4,955,1,7,t,f,f
73598,6,771,1,6,t,f,f
73602,10,3403,1,0,t,f,f
73604,2,1219,1,0,f,f,f
73605,2,865,2,2,t,f,f
73608,5,3201,1,1,t,f,f
73616,4,1441,1,4,t,f,f
73617,5,1452,1,4,t,f,f
73620,2,171,1,0,t,f,f
73621,5,1298,1,10,t,f,f
73625,15,1231,3,8,t,t,f
73626,2,1013,1,1,t,f,f
73627,3,90,1,4,t,f,f
73629,2,251,1,10,t,f,f
73630,2,2542,1,0,f,t,f
73631,5,329,1,3,t,f,f
73632,7,560,1,1,t,t,f
73639,15,4281,2,0,f,t,f
73640,6,479,2,5,t,f,f
73641,8,1064,3,3,t,f,f
73643,3,146,1,1,t,f,f
73649,7,445,1,0,f,f,f
73653,12,2823,2,1,f,t,f
73658,6,527,1,1,f,f,f
73666,6,2488,2,4,t,f,f
73674,2,2059,1,3,t,f,f
73678,19,8499,2,6,t,t,f
73681,8,3739,1,11,f,t,f
73683,1,182,1,1,t,f,f
73685,0,1529,1,0,f,f,f
73686,53,81858,3,0,t,t,f
73689,0,363,1,0,t,f,f
73696,1,532,1,5,f,f,f
73697,13,526,3,9,t,t,f
73701,6,194,1,5,f,f,f
73703,3,1536,2,2,t,f,f
73704,1,639,1,0,t,f,f
73706,5,1233,1,4,t,f,f
73708,5,1401,1,2,f,f,f
73715,3,103,2,2,f,f,f
73716,2,2465,1,7,f,t,f
73721,6,458,1,4,t,f,f
73724,3,1626,1,7,t,t,f
73726,0,352,1,1,t,f,f
73728,6,3720,1,8,f,f,f
73729,3,439,1,1,t,f,f
73730,2,140,1,3,t,t,f
73732,12,1670,1,4,t,f,f
73734,3,443,1,2,f,f,f
73736,4,3458,1,2,t,f,f
73748,2,548,1,4,t,f,f
73750,4,144,1,2,t,f,f
73751,5,2469,3,19,t,f,f
73752,3,1039,2,3,t,f,f
73753,30,4718,3,10,t,t,f
73756,22,23383,3,15,f,f,f
73757,1,2959,1,2,t,t,f
73758,2,380,3,7,t,t,f
73760,3,1918,1,10,t,f,f
73761,4,1777,1,6,t,t,f
73762,2,2154,1,3,f,f,f
73765,1,796,1,6,t,t,f
73766,28,5901,4,4,t,f,f
73768,72,33754,3,6,t,t,f
73773,5,713,1,5,t,f,f
73783,1,1484,2,1,t,t,f
73789,5,4587,2,4,t,t,f
73797,10,1642,1,8,t,f,f
73804,18,28907,2,3,t,t,f
73807,3,1600,2,7,f,t,f
73814,2,880,1,2,t,f,f
73817,5,5022,1,3,t,t,f
73818,7,3042,4,6,t,t,f
73820,5,286,1,0,f,f,f
73821,2,114,1,0,t,t,f
73825,3,134,1,2,t,f,f
73827,11,572,1,0,t,f,f
73834,8,436,2,7,t,t,f
73835,7,2497,2,0,t,f,f
73836,7,1830,2,8,f,f,f
73837,3,724,2,0,f,f,f
73838,20,4071,2,8,t,t,f
73840,1,293,1,5,f,t,f
73843,8,1243,1,3,t,f,f
73844,6,594,2,2,t,f,f
73849,5,5672,2,4,f,t,f
73850,18,2134,2,1,t,t,f
73859,18,6195,4,3,t,t,f
73863,35,12113,11,13,t,t,f
73869,11,859,1,0,f,t,f
73870,7,1248,1,7,t,f,f
73875,4,237,1,0,t,f,f
73877,8,1392,2,0,t,f,f
73880,3,482,1,3,t,f,f
73881,2,575,1,4,t,f,f
73886,1,134,1,5,t,f,f
73891,15,3148,1,0,t,f,f
73892,1,168,1,6,t,f,f
73900,4,860,1,8,t,f,f
73911,3,1387,4,8,t,f,f
73912,17,377,2,6,t,f,f
73916,3,260,1,5,t,f,f
73919,4,867,1,0,t,f,f
73922,3,2381,1,4,t,f,f
73924,2,572,2,1,t,f,f
73925,2,3267,3,4,t,t,f
73926,3,2069,1,4,t,f,f
73930,3,7880,2,4,t,f,f
73934,7,496,1,1,f,f,f
73940,3,2111,1,1,f,f,f
73941,12,1850,2,2,t,f,f
73942,3,1081,1,5,t,f,f
73946,20,9194,6,16,t,t,f
73947,5,1525,1,0,t,t,f
73958,2,939,1,0,t,f,f
73959,8,7064,2,4,t,f,f
73961,5,7847,2,13,t,t,f
73964,4,389,1,3,t,f,f
73966,2,2351,1,1,f,f,f
73967,31,23087,1,0,t,t,f
73970,1,567,1,0,f,f,f
73978,17,1163,3,13,t,t,f
73982,22,19426,3,2,t,f,f
73990,4,1239,1,4,f,f,f
73991,15,4529,3,7,t,t,f
73994,4,2711,2,0,f,f,f
73996,5,888,1,0,t,f,f
74002,4,436,1,5,t,t,f
74006,5,87,1,2,t,f,f
74008,14,3204,3,3,t,t,f
74016,9,1749,1,0,t,t,f
74019,7,2626,1,1,t,t,f
74020,4,525,1,1,t,f,f
74021,16,8130,7,20,t,t,f
74024,2,321,1,7,f,f,f
74026,6,200,1,5,f,f,f
74027,13,769,2,2,t,f,f
74028,11,1630,2,2,t,f,f
74030,9,3046,2,1,f,t,f
74036,19,2935,1,1,f,f,f
74037,8,14242,1,8,f,f,f
74038,14,111,2,7,t,f,f
74039,7,382,1,6,t,f,f
74042,3,128,1,1,f,f,f
74043,5,194,1,5,t,f,f
74044,13,1532,1,0,t,f,f
74047,14,3173,3,8,t,f,f
74048,2,1271,1,0,f,f,f
74049,2,1018,1,2,f,t,f
74052,4,2644,1,0,f,f,f
74053,27,1184,1,0,t,t,f
74056,3,981,1,1,t,f,f
74061,3,684,2,7,t,f,f
74062,5,654,1,9,t,f,f
74063,4,1565,2,0,f,f,f
74064,11,1426,2,0,t,f,f
74065,2,136,1,6,t,f,f
74070,7,2440,2,7,t,f,f
74071,2,475,1,6,t,f,f
74073,6,497,3,8,t,f,f
74075,6,1000,1,0,t,f,f
74079,2,68,1,2,f,t,f
74083,7,259,1,3,f,t,f
74084,20,4011,1,11,t,f,f
74087,6,86,1,6,f,t,f
74094,4,1155,1,3,t,f,f
74095,12,581,1,0,f,f,f
74096,6,1025,1,6,f,f,f
74097,2,643,1,3,f,f,f
74098,5,886,2,4,t,t,f
74102,7,397,1,14,f,t,f
74103,17,1854,2,1,t,f,f
74104,4,327,1,0,f,f,f
74106,6,133,2,5,t,t,f
74111,4,756,1,1,t,f,f
74112,9,1193,2,1,t,t,f
74119,8,2026,3,3,t,t,f
74120,12,2989,1,3,t,t,f
74126,6,821,1,5,t,f,f
74127,2,342,1,2,t,f,f
74129,6,620,3,1,f,f,f
74132,2,1217,1,0,f,f,f
74137,18,13568,1,0,t,t,f
74139,2,78,1,0,t,f,f
74140,7,334,1,1,t,t,f
74142,2,329,2,0,t,t,f
74147,3,1516,1,3,t,f,f
74151,3,1016,1,3,f,f,f
74153,2,1011,1,2,f,t,f
74154,10,5426,2,10,t,t,f
74155,8,216,3,4,f,t,f
74156,12,2524,1,1,f,f,f
74165,3,1033,1,5,f,t,f
74167,3,467,1,1,t,f,f
74171,6,479,1,6,f,t,f
74173,1,191,1,3,f,f,f
74174,3,1159,2,3,t,f,f
74175,9,2939,2,1,t,t,f
74176,4,1469,1,1,t,t,f
74177,2,335,1,1,t,f,f
74178,13,1808,2,1,f,f,f
74183,7,291,1,5,t,f,f
74188,8,7683,2,6,t,f,f
74194,3,145,1,0,t,f,f
74197,4,1929,1,0,f,f,f
74198,7,775,1,2,t,t,f
74202,2,891,1,0,t,f,f
74204,4,368,1,1,f,t,f
74207,5,1663,1,2,t,t,f
74209,3,630,1,3,t,f,f
74210,2,603,1,3,t,f,f
74213,2,397,1,0,f,f,f
74214,7,2270,1,8,t,t,f
74216,5,1724,1,0,t,f,f
74222,6,3749,2,4,f,f,f
74225,4,772,1,0,t,f,f
74234,0,1074,2,4,t,t,f
74238,7,123,1,0,f,t,t
74240,4,590,1,0,f,f,f
74243,21,8510,2,6,t,f,f
74245,4,2179,1,2,t,f,f
74249,1,761,1,1,t,t,f
74250,6,2353,4,8,t,t,f
74257,8,399,1,2,t,f,t
74262,1,790,1,1,f,t,f
74263,7,2248,1,0,t,f,f
74264,2,80,2,2,f,t,f
74265,6,2578,1,0,t,f,f
74268,2,513,1,1,t,f,f
74269,5,5298,2,4,t,f,f
74274,5,663,2,3,f,t,f
74276,7,1120,3,4,t,t,f
74277,3,473,1,4,t,f,f
74281,11,2056,2,6,f,f,f
74286,5,2437,1,1,t,f,f
74290,2,100,1,2,t,f,f
74293,2,178,1,0,t,t,f
74303,6,1270,3,1,t,f,f
74315,14,1320,2,0,f,f,f
74317,15,9560,2,9,t,t,f
74320,11,5840,4,8,t,t,f
74321,2,125,1,1,t,t,f
74323,4,412,1,0,f,f,f
74325,13,2116,3,2,t,t,f
74334,7,242,3,3,t,t,f
74337,7,6104,1,2,f,t,f
74338,3,1207,1,0,t,f,f
74340,12,200,1,1,f,t,f
74348,3,420,1,1,f,f,f
74349,4,4507,1,6,t,f,f
74351,5,564,1,4,f,f,f
74359,2,412,2,2,t,t,f
74360,4,912,1,0,f,f,f
74362,7,84,2,0,t,f,f
74363,10,1379,1,1,f,f,f
74364,19,9405,2,2,t,f,f
74367,7,2595,1,4,f,f,f
74370,2,117,1,0,f,f,f
74372,6,3606,3,1,f,f,f
74374,7,1009,1,2,t,t,f
74382,6,1538,1,8,t,t,f
74388,6,1295,2,6,f,f,f
74395,2,515,1,1,f,f,f
74397,12,1102,3,0,t,f,f
74401,9,2334,2,1,t,f,f
74408,2,506,1,0,t,f,f
74410,4,302,1,2,t,t,f
74412,16,1672,3,5,t,f,f
74413,13,1696,4,4,t,t,f
74420,12,159,1,4,f,t,f
74423,7,270,2,1,t,f,f
74425,29,5846,6,24,f,t,f
74427,2,116,2,0,t,f,f
74438,19,7706,3,6,f,t,f
74439,8,4668,2,1,f,t,f
74440,2,2653,2,2,f,f,f
74453,6,1419,1,2,t,f,f
74462,2,535,1,0,t,f,f
74465,7,1053,2,3,t,t,f
74470,24,31892,10,10,t,t,f
74475,3,867,1,3,t,f,f
74479,3,2781,1,6,t,t,f
74487,4,562,1,1,t,t,f
74489,3,357,1,1,f,f,f
74496,11,3346,2,1,t,f,f
74497,2,135,2,8,t,f,f
74498,7,5182,3,5,f,f,f
74502,2,1154,1,0,t,f,f
74505,2,2097,1,3,t,t,f
74510,4,423,1,0,f,f,f
74511,2,125,1,0,f,t,f
74512,4,458,1,0,f,f,f
74514,7,1848,3,10,t,f,f
74518,1,268,1,0,t,f,f
74522,7,2228,2,2,t,f,f
74524,8,2166,1,0,t,t,f
74527,1,1141,1,0,t,f,f
74529,2,1855,1,3,t,f,f
74533,3,362,2,1,f,f,f
74538,6,15987,1,1,t,t,f
74543,4,3117,2,1,t,f,f
74547,6,221,2,4,t,f,f
74548,16,4985,2,2,t,f,f
74549,11,942,1,1,f,t,f
74553,2,187,1,3,t,f,f
74556,2,1008,1,5,t,f,f
74564,9,7629,2,12,t,t,f
74566,8,1933,1,3,t,f,f
74569,8,394,3,10,t,f,f
74571,2,910,2,3,t,f,f
74572,10,6503,1,0,t,f,f
74575,6,398,2,3,f,f,f
74577,3,547,1,1,t,f,f
74578,8,3905,4,0,f,f,f
74581,1,102,1,4,f,t,f
74588,28,1744,1,1,f,t,f
74589,6,302,1,6,t,f,f
74592,24,5528,2,1,t,f,f
74597,3,2694,1,1,f,f,f
74600,6,171,3,0,t,f,f
74616,5,121,1,0,f,f,f
74624,8,1662,2,6,t,t,f
74627,23,5778,3,0,t,f,f
74630,11,235,2,4,f,f,f
74633,4,1706,1,0,t,t,f
74634,3,942,1,1,f,f,f
74635,11,1616,1,0,t,f,f
74640,2,660,1,3,t,t,f
74641,8,3266,1,0,f,f,f
74642,3,3087,1,0,f,f,f
74647,5,956,2,2,t,f,f
74651,6,8956,2,2,f,f,f
74652,3,394,2,5,t,f,f
74655,3,90,3,1,t,f,f
74658,3,3612,1,5,t,f,f
74665,5,148,1,1,f,f,f
74667,2,2772,1,4,t,t,f
74668,5,360,2,0,t,t,f
74670,2,395,1,6,t,f,f
74672,10,1905,2,11,f,f,f
74673,9,913,4,8,t,f,f
74678,2,278,1,1,t,t,f
74682,4,591,1,1,t,t,f
74684,8,189,1,1,t,f,f
74688,7,440,2,6,t,t,f
74694,1,672,1,0,t,f,f
74698,16,597,1,3,t,f,f
74702,3,1889,1,0,t,t,f
74708,41,7199,1,1,t,f,f
74710,8,11690,2,3,t,t,f
74716,10,5023,5,13,t,t,f
74717,5,1211,1,3,f,t,f
74719,2,444,1,0,f,f,f
74725,1,3198,2,4,f,f,f
74727,7,1039,4,4,f,t,f
74728,6,3253,2,7,t,f,f
74729,1,52,2,2,t,f,f
74730,3,1136,1,0,t,f,f
74734,14,2029,2,7,f,f,f
74735,2,433,1,1,f,f,f
74744,5,6176,1,5,t,t,f
74745,19,4310,2,5,t,f,f
74756,10,258,1,3,f,f,f
74757,11,3405,1,4,t,t,f
74764,4,975,1,2,t,f,f
74767,2,1032,1,2,f,t,f
74772,5,799,1,3,t,f,f
74775,7,1007,1,5,t,f,f
74779,5,704,1,3,t,f,f
74781,7,117,1,2,t,t,f
74783,7,512,1,8,t,t,f
74786,1,201,1,4,t,f,f
74788,2,181,1,0,f,f,f
74790,5,122,1,2,t,t,f
74793,5,373,1,2,t,t,f
74796,3,118,1,0,f,t,f
74799,17,9173,5,10,t,t,f
74800,3,125,1,1,f,f,f
74803,2,640,1,0,t,t,f
74808,13,5676,3,1,t,t,f
74813,16,4557,3,5,f,t,f
74817,8,470,1,1,f,f,f
74819,3,3678,2,0,t,t,f
74821,5,671,1,1,f,f,f
74823,14,481,1,0,t,f,f
74831,7,1538,3,7,t,t,f
74839,2,116,1,8,f,t,f
74840,3,553,1,2,f,t,f
74842,1,1398,3,4,t,f,f
74846,1,720,1,1,t,f,f
74854,10,4384,2,1,f,f,f
74858,10,4729,1,4,f,t,f
74861,5,4835,1,6,t,t,f
74863,6,921,3,2,t,t,f
74868,4,214,1,2,t,f,f
74872,7,2007,2,0,t,t,f
74875,5,1304,1,5,f,f,f
74877,5,665,1,0,t,f,f
74879,3,315,1,0,t,t,f
74881,2,1067,1,3,t,f,f
74886,4,53,1,4,f,f,f
74887,4,179,1,2,t,t,f
74894,4,653,1,0,t,f,f
74897,9,6438,1,2,t,f,f
74900,3,232,1,5,t,f,f
74904,4,725,2,0,f,f,f
74906,3,506,1,0,t,t,f
74907,7,1170,1,3,t,f,f
74908,6,387,1,0,t,f,f
74911,3,815,1,8,t,f,f
74912,6,1605,2,2,t,f,f
74913,15,14590,1,10,t,t,f
74920,6,779,1,2,t,f,f
74923,28,5970,3,0,t,t,f
74928,0,299,1,0,t,f,f
74935,6,2451,2,3,t,t,f
74943,2,456,1,0,t,f,f
74944,2,182,1,0,t,f,f
74946,6,469,1,3,f,f,f
74947,0,361,1,0,f,f,f
74950,2,128,1,3,t,f,f
74954,4,540,2,8,t,f,f
74956,3,756,1,0,f,f,f
74958,5,1628,1,2,f,f,f
74959,7,2739,1,1,f,t,f
74961,2,2269,1,0,t,t,f
74964,2,2423,1,8,t,f,f
74966,8,557,1,0,f,t,f
74967,7,5395,1,1,t,f,f
74968,6,2139,1,0,t,t,f
74976,5,164,2,1,t,f,f
74978,7,594,2,2,f,f,f
74980,7,1014,1,6,t,f,f
74985,15,6256,3,4,t,t,f
74986,4,560,1,1,t,f,f
74990,2,524,1,1,t,t,f
74996,13,1517,2,3,t,f,f
74997,1,575,2,8,f,t,f
74999,5,2102,1,2,f,f,f
75001,7,1486,1,1,f,f,f
75005,3,243,1,0,f,f,f
75009,0,1658,1,1,f,t,f
75012,2,1232,1,1,t,f,f
75014,2,130,1,2,t,t,f
75019,6,180,1,3,t,f,f
75021,23,28506,1,5,t,f,f
75023,2,380,1,1,t,f,f
75028,3,647,1,0,f,t,f
75031,6,432,2,0,t,t,f
75033,21,2512,1,2,t,f,f
75035,1,537,1,1,f,f,f
75038,3,403,3,3,t,t,f
75039,10,10218,2,8,f,t,f
75040,4,1452,3,2,t,f,f
75043,1,257,1,0,t,t,f
75047,3,450,2,3,t,t,f
75048,9,2956,1,9,f,f,f
75049,5,836,1,3,t,t,f
75051,2,883,1,7,t,t,f
75054,2,943,1,1,f,f,f
75058,2,473,2,3,t,f,f
75059,2,521,1,1,f,f,f
75060,11,229,4,3,f,t,f
75061,6,105,1,0,f,f,f
75069,2,556,1,2,f,f,f
75079,0,186,1,1,t,f,f
75086,26,6712,3,9,t,t,f
75087,8,823,2,5,t,t,f
75088,1,718,1,6,t,f,f
75092,51,21770,2,0,t,t,f
75093,7,567,1,0,t,t,f
75105,3,445,1,2,f,f,f
75108,3,1287,1,2,f,f,f
75110,4,1154,1,2,t,f,f
75113,4,728,1,8,t,f,f
75116,10,815,1,3,t,t,f
75117,1,536,1,5,t,f,f
75118,9,260,3,10,t,t,f
75119,6,2091,1,11,t,f,f
75123,7,9949,1,1,t,f,f
75129,10,2423,2,3,f,f,f
75134,1,648,1,3,t,f,f
75135,5,4826,1,0,t,f,f
75137,10,2042,2,1,t,t,f
75138,11,524,2,8,t,t,f
75147,2,633,2,2,f,f,f
75149,4,8436,1,3,t,t,f
75151,11,6899,5,1,t,t,f
75152,6,2819,2,1,t,f,f
75154,6,972,2,6,f,f,f
75156,11,1279,1,10,t,f,f
75163,1,215,1,5,t,f,f
75166,3,2971,1,3,t,f,f
75167,4,209,1,7,t,t,f
75170,8,7801,3,1,t,t,f
75172,4,835,2,5,t,f,f
75176,1,1230,1,12,t,t,f
75177,6,1019,1,5,t,t,f
75186,2,2679,1,11,f,t,f
75188,4,120,1,2,f,f,f
75194,-1,269,1,0,f,f,f
75195,4,1623,2,3,t,t,f
75197,4,6556,2,4,t,f,f
75198,5,1791,1,3,t,t,f
75201,5,227,2,11,t,f,f
75203,4,293,1,2,t,f,f
75204,2,46,1,0,f,f,f
75207,4,979,1,2,f,f,f
75209,10,241,2,8,t,f,f
75211,2,749,1,1,t,f,f
75213,3,272,2,1,t,f,f
75218,8,447,1,11,t,f,f
75219,7,788,3,2,t,f,f
75221,4,1476,2,5,t,t,f
75227,13,5504,2,5,t,f,f
75231,1,177,2,0,f,f,f
75237,10,1177,3,0,t,t,f
75238,12,3672,2,3,t,f,f
75239,5,637,1,2,t,t,f
75245,4,814,2,3,t,t,f
75247,4,461,2,6,t,f,f
75251,8,777,1,6,t,t,f
75254,1,1034,1,3,t,t,f
75257,6,596,2,0,f,f,f
75263,1,1298,2,1,t,t,f
75267,4,418,1,0,f,f,f
75269,1,537,1,0,t,t,f
75272,1,369,1,0,t,f,f
75277,9,2870,1,2,t,t,f
75278,8,1240,1,3,t,t,f
75287,4,412,2,1,t,t,f
75297,7,2326,1,0,t,f,f
75298,4,3890,1,3,t,f,f
75302,9,2002,1,3,t,f,f
75306,16,459,3,6,t,f,f
75310,0,111,1,1,t,f,f
75311,5,1581,2,0,t,f,f
75318,5,718,1,5,t,f,f
75320,11,3415,1,5,t,t,f
75321,16,2222,2,6,t,t,f
75324,9,1289,1,7,t,t,f
